class_name,class_id,Bin_1,Bin_2,Bin_3,Bin_4,Bin_5,Bin_6,Bin_7,Bin_8,Bin_9,Bin_10,Bin_11,Bin_12,Bin_13,Bin_14,Bin_15,Bin_16,Bin_17,Bin_18,Bin_19,Bin_20,Bin_21,Bin_22,Bin_23,Bin_24,Bin_25
parking_space,0,24,60,300,1004,3300,9626,20793,20092,3730,1266,1214,1228,1132,876,496,230,96,48,10,2,0,0,4,4,1
parking_space,0,6,64,260,890,2830,8791,20111,21651,4772,1108,972,978,1056,934,594,340,132,32,6,0,0,0,4,4,1
parking_space,0,30,74,350,1168,3930,10963,22515,17715,2408,1102,1058,970,1124,1072,604,350,64,26,4,0,0,0,4,4,1
parking_space,0,16,68,202,774,2918,9087,21170,20796,3860,1258,1198,1036,992,914,652,308,146,88,24,14,6,0,4,4,1
parking_space,0,10,60,232,808,2835,8593,19621,21494,5154,1090,1058,992,954,854,706,464,280,154,108,50,10,0,4,4,1
parking_space,0,16,68,186,858,2594,7860,18938,22645,5866,1288,1174,1162,1208,910,462,180,86,22,4,0,0,0,4,4,1
parking_space,0,12,46,194,642,2262,6784,17381,23576,7756,1300,1082,1054,1130,940,730,362,168,82,26,0,0,0,4,4,1
parking_space,0,11,43,236,937,3310,10070,22388,19704,2800,1242,1326,1220,922,678,360,162,90,26,2,0,0,0,4,4,1
parking_space,0,38,154,492,1930,6101,15984,23919,8626,1261,974,1146,1044,1070,1000,712,590,316,128,30,12,0,0,4,4,1
parking_space,0,8,42,154,574,1841,6207,16389,24650,9412,1378,1160,1148,898,744,488,292,106,34,2,0,0,0,4,4,1
parking_space,0,16,38,208,690,2362,7165,17803,22615,6568,1122,1106,996,846,804,934,684,500,600,298,78,70,24,2,2,5
parking_space,0,20,58,214,738,2538,7676,18801,22295,6109,1080,1022,1056,982,1022,720,576,322,142,86,62,8,0,4,4,1
parking_space,0,24,98,372,1315,4216,12312,23634,15124,1676,1184,1104,876,820,792,806,710,360,88,16,0,0,0,4,4,1
parking_space,0,4,58,224,788,2646,8204,19935,21975,4637,1126,958,1076,996,952,790,658,368,118,10,4,0,0,4,4,1
parking_space,0,22,70,233,880,2874,9454,21751,21067,3460,1298,1230,1068,834,612,332,156,94,50,18,18,6,0,4,4,1
parking_space,0,18,56,178,788,2706,8114,19274,22668,5277,1308,1032,1002,928,768,602,342,188,136,110,28,4,0,4,4,1
parking_space,0,32,104,418,1302,4094,11260,22552,16745,2424,1118,972,968,828,716,830,558,294,180,98,34,0,0,4,4,1
parking_space,0,16,56,212,780,2556,8220,20491,22340,4630,1238,1156,1142,972,860,564,232,60,2,0,0,0,0,4,4,1
parking_space,0,4,48,222,906,3030,9802,22216,20537,3444,1386,1146,1058,702,520,220,112,76,56,18,16,6,2,4,4,1
parking_space,0,8,90,402,1378,4557,13442,25004,13652,1550,1060,1074,1002,934,720,460,140,42,12,0,0,0,0,4,4,1
parking_space,0,14,54,272,994,3410,9908,22010,18845,3024,1262,1218,1086,1026,858,690,494,218,102,26,14,2,0,4,4,1
parking_space,0,28,56,290,994,3422,10472,22129,18876,2796,1254,1170,1070,1030,882,532,256,144,82,26,12,6,0,4,4,1
parking_space,0,10,36,206,714,2824,9051,21466,21650,3818,1318,1198,1138,876,650,294,170,96,10,2,0,0,0,4,4,1
parking_space,0,18,49,230,856,2772,8335,18760,21910,5387,1168,1038,894,856,720,762,728,600,256,136,46,6,0,4,4,1
parking_space,0,14,52,206,814,2998,9366,22555,20666,3286,1390,1274,1052,868,414,250,154,78,52,18,14,6,0,4,4,1
parking_space,0,12,88,234,939,3050,9162,21908,20266,3282,1258,1264,1090,986,944,594,206,122,78,28,12,4,0,4,4,1
parking_space,0,8,74,286,1079,3660,11294,23746,17470,2310,1340,1156,1172,898,546,252,146,56,28,6,0,0,0,4,4,1
parking_space,0,36,147,448,1558,4956,13495,22801,13180,1698,1056,962,986,922,1060,924,630,372,188,72,34,2,0,4,4,1
parking_space,0,20,90,316,1229,4114,11694,23687,16213,2224,1274,1148,1122,898,666,450,218,110,46,8,0,0,0,4,4,1
parking_space,0,10,36,152,642,2218,7505,19952,23322,5022,1224,1132,1106,946,872,686,378,270,52,2,0,0,0,4,4,1
parking_space,0,18,60,244,920,2866,9046,20406,20785,3790,1228,1040,1014,952,840,896,758,350,160,110,32,8,4,4,4,1
parking_space,0,34,140,563,1830,6246,16506,24666,8366,1188,1018,1088,1014,966,882,622,292,68,34,4,0,0,0,4,4,1
parking_space,0,8,40,150,642,2215,7516,19028,23341,5249,1298,1098,992,1276,1100,686,492,272,112,12,0,0,0,4,4,1
parking_space,0,20,84,272,1118,3928,11930,24545,16358,1924,1306,1142,1080,880,554,228,98,48,12,0,0,0,0,4,4,1
parking_space,0,14,38,210,772,2482,7834,19260,23105,6050,1222,1020,1214,1082,706,304,110,74,24,6,0,0,0,4,4,1
parking_space,0,22,76,266,1066,3294,9589,21327,19359,3626,1320,1250,1174,1118,872,588,288,176,82,24,10,0,0,4,4,1
parking_space,0,28,68,282,1042,3784,11354,23503,17352,2348,1366,1244,1022,896,596,338,132,84,46,20,14,6,2,4,4,1
parking_space,0,8,34,170,680,2422,7527,18205,23044,6184,1167,1160,1044,948,1088,934,516,254,124,16,2,0,0,4,4,1
parking_space,0,12,74,242,922,3070,9040,20267,21254,4344,1156,1110,1038,944,940,672,296,108,30,8,0,0,0,4,4,1
parking_space,0,23,70,268,1242,4224,12650,24861,14835,1678,1196,1294,1178,1006,580,254,102,58,4,4,0,0,0,4,4,1
parking_space,0,10,54,242,790,2799,8994,20963,20985,3936,1280,1192,1170,1044,884,552,358,154,84,26,8,2,0,2,6,1
parking_space,0,14,74,248,836,2949,9081,20412,20820,4247,1372,1192,1146,1122,840,604,310,160,70,22,8,0,0,4,4,1
parking_space,0,28,128,392,1408,4204,11665,22299,16518,2391,1122,998,998,958,844,692,446,186,110,96,38,6,0,4,4,1
parking_space,0,14,70,198,712,2505,7958,18542,22220,5724,1232,1096,1082,1196,966,796,606,288,234,86,2,0,0,4,4,1
parking_space,0,10,22,148,444,1586,5416,14934,24878,11399,1428,1190,1148,968,816,486,298,178,124,36,18,0,0,4,4,1
parking_space,0,8,34,208,760,2762,8144,20261,22233,4393,1256,1162,1124,1130,1040,564,238,98,74,22,12,4,0,4,4,1
parking_space,0,13,58,216,862,2908,8744,20290,20672,3858,1030,1030,1036,1120,940,908,864,502,294,126,38,18,0,4,4,1
parking_space,0,12,66,291,1016,3592,10843,22699,18148,2528,1242,1246,1090,972,804,556,212,86,82,26,12,4,0,4,4,1
parking_space,0,6,64,302,1120,3824,11143,22681,16953,2388,1096,1176,1132,1014,916,736,466,276,148,46,26,12,2,4,4,1
parking_space,0,14,68,350,1048,3464,10128,21553,19040,3372,1326,1076,1066,884,784,688,390,176,86,14,0,0,0,4,4,1
parking_space,0,8,68,190,855,2576,8516,20276,22566,4460,1286,1226,1128,896,672,398,238,140,28,0,0,0,0,4,4,1
parking_space,0,16,106,346,1117,3893,11568,23300,16448,2121,1290,1232,1118,1182,806,434,238,166,88,44,10,4,0,4,4,1
parking_space,0,6,52,230,779,2473,7956,20050,22653,4750,1336,1228,1050,1028,944,470,296,114,74,24,12,2,0,4,4,1
parking_space,0,4,44,178,672,2310,7657,19343,23463,5128,1326,1174,1058,1020,924,638,316,140,82,32,12,6,0,4,4,1
parking_space,0,34,78,296,1112,3692,9738,20919,19278,3338,1148,960,1008,924,782,818,610,432,200,122,34,4,0,4,4,1
parking_space,0,16,60,262,828,2728,8025,19614,22210,5454,1318,1074,922,950,708,530,330,218,140,102,34,4,0,4,4,1
parking_space,0,16,82,242,928,3030,9548,21493,20010,3602,1206,1326,1134,1012,950,520,214,114,60,26,14,0,0,4,4,1
parking_space,0,12,44,160,624,2074,6824,17110,23954,8049,1348,1112,1076,1010,754,534,342,216,136,104,40,4,0,4,4,1
parking_space,0,8,58,224,914,2886,9067,21530,20182,3600,1370,1366,1186,1134,922,598,202,130,92,36,16,4,2,4,2,3
parking_space,0,20,64,184,680,2302,7114,17917,23644,7130,1256,1186,902,922,762,572,356,216,132,126,36,6,0,4,4,1
parking_space,0,25,52,164,568,1966,6288,16458,23975,9249,1372,1186,1046,988,818,572,338,172,134,102,48,6,0,4,4,1
parking_space,0,12,80,340,1259,4290,11874,23805,15393,1966,1268,1194,1010,1032,768,552,348,164,94,44,22,12,0,4,2,3
parking_space,0,6,48,202,744,2312,7367,17969,23095,6882,1072,962,996,978,982,1040,466,170,92,86,42,16,0,4,4,1
parking_space,0,28,60,332,1237,4054,12004,23256,15282,2198,1192,1140,1124,1104,1008,628,364,252,162,72,18,12,0,2,6,1
parking_space,0,10,84,357,1080,3859,11861,24022,16404,2066,1334,1228,1178,972,614,230,140,66,20,2,0,0,0,4,4,1
parking_space,0,26,66,244,955,2941,8488,19776,21779,4480,1166,970,876,804,844,814,586,360,180,128,44,0,0,4,4,1
parking_space,0,10,46,232,854,3080,9899,22864,20304,3300,1416,1172,962,682,368,206,92,30,10,0,0,0,0,4,4,1
parking_space,0,8,48,208,805,2610,7710,18297,22987,6326,1436,1404,1296,1040,802,302,162,54,26,6,0,0,0,4,4,1
parking_space,0,44,186,578,1980,6395,16170,23546,8724,1310,1006,1028,1066,1242,1174,614,220,116,78,34,10,4,2,4,4,1
parking_space,0,12,58,228,798,3020,9257,21149,21498,3919,1310,1228,1060,908,552,276,132,80,24,18,0,0,0,4,4,1
parking_space,0,48,272,806,2554,7313,17296,22690,7474,1370,1210,1268,1106,902,670,276,180,58,24,10,0,0,0,4,4,1
parking_space,0,16,64,230,820,2827,8267,19444,21966,5499,1400,1246,1194,1070,692,336,194,162,76,22,2,0,0,4,4,1
parking_space,0,9,70,206,812,2804,8600,20771,21001,3896,1304,1202,1192,1024,966,828,426,206,110,70,20,10,0,2,6,1
parking_space,0,24,128,484,1614,4832,13356,23194,13747,1786,1088,948,902,908,806,696,436,286,150,104,32,6,0,4,4,1
parking_space,0,20,92,425,1429,4780,13284,24527,13914,1730,1220,1194,1084,950,510,264,84,20,0,0,0,0,0,4,4,1
parking_space,0,18,43,194,832,2480,8050,19892,22728,4964,1170,1066,1128,1026,952,562,292,100,28,2,0,0,0,4,4,1
parking_space,0,28,122,460,1664,5079,14078,24240,11710,1632,1230,1106,1122,962,860,634,446,132,22,0,0,0,0,4,4,1
parking_space,0,18,78,262,865,2960,9019,20792,20315,3552,1288,1196,1128,1220,1064,754,478,286,152,62,20,14,4,4,4,1
parking_space,0,28,54,258,876,2842,8483,19338,21379,5017,1154,948,1044,774,826,752,646,502,358,204,42,2,0,4,4,1
parking_space,0,18,18,162,654,2206,6598,17121,24096,7842,1222,1048,1050,1018,992,762,430,190,76,20,4,0,0,4,4,1
parking_space,0,18,62,258,1100,3435,10379,22139,19330,3132,1248,1188,1184,1006,550,242,140,82,26,8,0,0,0,4,4,1
parking_space,0,22,72,212,814,2700,8123,19160,22383,5511,1214,1198,1210,960,736,520,316,152,104,78,32,10,0,4,4,1
parking_space,0,18,116,326,1272,4052,11546,23011,16098,1842,1046,1008,1002,952,980,784,702,512,204,40,16,0,0,4,4,1
parking_space,0,34,90,258,1133,3531,10685,22686,18100,2614,1186,1252,1300,1098,830,310,154,112,84,50,12,6,2,4,2,3
parking_space,0,8,28,114,635,2101,7320,18884,23708,6027,1404,1316,1150,950,780,584,278,126,70,38,4,2,0,2,6,1
parking_space,0,24,84,282,918,2916,8603,19835,21691,4730,1226,1074,1054,1036,840,532,270,152,110,116,30,4,0,4,4,1
parking_space,0,20,84,290,946,3344,9418,21021,19608,3430,1260,1092,1106,1152,1098,980,508,146,18,4,2,0,0,4,4,1
parking_space,0,14,84,304,1112,3728,11075,23008,17010,2474,1310,1140,1036,1098,950,664,338,114,54,14,0,0,0,4,4,1
parking_space,0,22,95,382,1164,4144,10925,22256,17558,2509,1210,1136,1090,1070,888,560,298,146,60,14,0,0,0,4,4,1
parking_space,0,6,50,206,712,2400,7868,18726,22539,5500,1324,1274,1156,1082,1024,874,464,178,78,42,16,8,0,4,4,1
parking_space,0,6,48,202,626,2432,8268,20261,23244,4786,1300,1250,1228,908,564,252,112,36,4,0,0,0,0,4,4,1
parking_space,0,22,66,280,944,3198,9830,22102,19538,2923,1210,1224,1186,1016,878,592,258,148,82,20,6,4,0,4,4,1
parking_space,0,10,36,166,586,1948,6508,16493,23904,8682,1450,1172,1222,1154,1038,548,252,178,114,48,14,4,0,4,4,1
parking_space,0,37,114,411,1404,4324,12358,23455,14872,2022,1094,1090,1048,966,914,682,428,168,102,34,4,0,0,4,4,1
parking_space,0,38,90,306,1122,3669,11389,23445,17374,2418,1300,1120,886,880,760,410,250,68,2,0,0,0,0,4,4,1
parking_space,0,30,84,307,1254,3864,11112,21968,18088,2794,1162,1006,866,902,818,592,360,188,84,46,2,0,0,4,4,1
parking_space,0,22,34,162,637,2520,8148,20080,22936,4958,1144,1106,1008,948,890,510,316,100,8,0,0,0,0,4,4,1
parking_space,0,30,114,286,1225,4066,11769,23117,16652,2178,1060,1026,1096,980,1002,676,152,74,20,4,0,0,0,4,4,1
parking_space,0,6,42,140,508,1734,5690,14822,23933,10628,1368,1078,950,922,870,822,742,666,366,182,52,6,0,4,4,1
parking_space,0,16,66,266,996,3209,10146,22154,19511,2809,1336,1340,1094,980,796,442,158,94,70,28,12,4,0,4,4,1
parking_space,0,6,30,198,706,2534,8380,20070,22579,4458,1316,1210,1160,1168,858,438,146,116,86,44,16,6,2,4,2,3
parking_space,0,12,48,218,796,2362,7384,18172,23366,6695,1214,1050,1172,990,824,418,274,264,118,96,42,12,0,4,4,1
parking_space,0,4,46,260,988,3331,10142,22276,18380,2628,1174,1124,1162,1028,1098,912,532,266,116,26,26,8,0,4,4,1
parking_space,0,8,38,170,606,1960,7298,18964,24297,5772,1304,1182,1162,954,716,512,294,160,70,34,14,12,0,4,4,1
parking_space,0,20,74,275,878,2922,8822,19490,20924,4712,1362,1074,1056,1034,998,882,570,270,108,44,10,2,0,4,4,1
parking_space,0,24,114,412,1142,3844,10599,21368,18025,3215,1082,900,816,760,790,798,712,512,288,84,28,14,0,4,4,1
parking_space,0,14,70,296,906,3104,9632,22254,20121,3224,1244,1190,1210,1044,708,314,118,56,20,2,0,0,0,4,4,1
parking_space,0,6,40,168,721,2512,7634,18613,23169,5634,1338,1054,1024,1062,1048,784,372,168,120,48,12,0,0,4,4,1
parking_space,0,38,160,626,1920,5948,14480,22971,11712,1514,1008,996,1138,966,1006,588,236,132,58,28,2,0,0,4,4,1
parking_space,0,14,32,163,584,2204,6362,17087,23587,7470,1278,1196,1170,1236,1222,988,616,220,84,14,0,0,0,4,4,1
parking_space,0,10,60,184,808,2550,7708,18880,22979,5594,1160,1062,1034,1050,982,786,472,160,30,16,2,0,0,4,2,3
parking_space,0,12,58,214,642,2468,7236,17826,23497,7006,1258,1050,1024,902,842,856,358,208,54,16,0,0,0,4,4,1
parking_space,0,4,46,208,640,2356,7368,18322,23652,6071,1232,1180,1184,1146,954,686,308,110,50,10,0,0,0,4,4,1
parking_space,0,26,64,206,748,2495,7910,18936,22371,5325,1118,1066,1040,1070,1190,986,566,190,116,72,24,8,0,4,4,1
parking_space,0,22,70,394,1191,4100,12180,23423,15483,2094,1296,1290,1090,1100,848,486,200,122,84,32,16,4,2,4,2,3
parking_space,0,28,76,220,873,2848,8858,20035,21522,4953,1258,1238,1138,928,744,452,220,108,24,4,0,0,0,4,4,1
parking_space,0,38,132,482,1731,5502,14871,24374,10041,1514,1284,1124,1034,998,814,728,514,198,98,32,16,2,0,4,4,1
parking_space,0,8,36,172,636,2350,7647,19383,23017,5044,1252,1258,1262,1086,892,694,442,180,112,34,14,8,0,4,4,1
parking_space,0,12,28,172,575,2296,7344,19349,24299,5744,1524,1232,1108,818,470,240,134,82,50,24,16,8,2,4,4,1
